Player,Nation,Age,league_name,Min,Sh/90,Gls/90,Ast/90,Fls/90,TklW/90,Min/90,Valor_de_Mercado,Performance_Score,sub_valorização,Cluster,pca_1,pca_2
Sebastian Nanasi,Sweden,23.0,Ligue 1,439,2.05,0.6150341685649202,0.20501138952164008,0.8200455580865603,0.6150341685649202,4.877777777777778,12000000.0,0.6504667796585994,18448290.32821362,2,-2.84207331362725,-0.2689732451971408
Iliman Ndiaye,Senegal,26.0,Premier League,2060,1.27,0.21844660194174756,0.13106796116504854,1.0922330097087378,1.3980582524271845,22.88888888888889,50000000.0,0.18662212941976902,267921066.78589568,0,-0.1674662618663738,0.004228299457690423
Paul Nebel,Germany,23.0,Bundesliga,1416,1.21,0.1271186440677966,0.0635593220338983,1.2711864406779663,1.4618644067796611,15.733333333333333,15000000.0,0.021901287699425787,684891235.888074,1,0.4349748567654233,-0.3486784054027892
Martim Neto,Portugal,23.0,La Liga,1177,0.92,0.15293118096856415,0.3823279524214104,1.2234494477485132,0.6881903143585387,13.077777777777778,5000000.0,0.1795187101724661,27852250.025618117,0,-0.7857229129715094,2.202553756689894
Hans Nicolussi Caviglia,Italy,25.0,Serie A,585,0.62,0.0,0.15384615384615385,2.3076923076923075,1.0769230769230769,6.5,6000000.0,0.04062437103212106,147694594.342295,1,1.321166354877621,0.5554219193751587
Eddie Nketiah,England,26.0,Premier League,424,3.18,0.4245283018867924,0.0,1.4858490566037736,1.2735849056603774,4.711111111111111,14000000.0,0.8298462077228566,16870595.864282813,2,-1.5920663077200277,-2.1794720455000833
Matt O'Riley,Denmark,25.0,Ligue 1,741,0.85,0.12145748987854252,0.24291497975708504,1.8218623481781377,0.9716599190283401,8.233333333333333,20000000.0,0.20547997070456808,97333087.65531848,0,0.24980924952648656,1.0408811260883104
Jens Odgaard,Denmark,26.0,Serie A,1240,2.32,0.36290322580645157,0.07258064516129031,1.8870967741935483,0.7258064516129031,13.777777777777779,15000000.0,0.5622741664897367,26677377.147957228,2,-1.2477611609682813,-1.1884027525117538
Dango Ouattara,Burkina Faso,24.0,Premier League,1700,1.91,0.2647058823529412,0.1588235294117647,1.111764705882353,0.5823529411764706,18.88888888888889,35000000.0,0.14467693639239365,241918310.35924613,2,-1.4884173827451028,0.05361686201508013
Azzedine Ounahi,Morocco,25.0,La Liga,940,2.97,0.3829787234042553,0.19148936170212766,1.053191489361702,0.7659574468085106,10.444444444444445,10000000.0,0.6840946056927735,14617861.209230168,2,-2.43307010307717,-0.3883069996122811
Igor Paixão,Brazil,25.0,Ligue 1,1455,2.47,0.3092783505154639,0.24742268041237112,0.9278350515463917,0.37113402061855666,16.166666666666668,35000000.0,0.3479636777714384,100585211.14663559,2,-2.446301871309836,0.48784685812101575
Nicolás Paz,Argentina,21.0,Serie A,2293,3.92,0.3532490187527257,0.23549934583515045,1.7662450937636285,1.530745747928478,25.477777777777778,500000.0,1.4995422408704209,333435.08863729716,2,-1.8752690473835132,-0.7964315496837789
Niccolò Pisilli,Italy,21.0,Serie A,692,1.56,0.13005780346820808,0.26011560693641617,1.300578034682081,1.1705202312138727,7.688888888888889,20000000.0,0.32976133121764134,60649924.98104658,0,-0.40653795602757503,0.9768757911792184
Tommaso Pobega,Italy,26.0,Serie A,1137,1.74,0.158311345646438,0.079155672823219,2.137203166226913,1.187335092348285,12.633333333333333,9000000.0,0.40963931164967543,21970547.61115511,1,0.28330914051894074,-0.7045127929762707
Ernest Poku,Netherlands,22.0,Bundesliga,1383,1.69,0.32537960954446854,0.2603036876355748,0.2603036876355748,0.5856832971800434,15.366666666666667,25000000.0,0.05048379989287115,495208364.92203647,2,-2.2560307374454402,1.0089542160668155
Alexander Prass,Austria,24.0,Bundesliga,999,1.44,0.2702702702702703,0.1801801801801802,1.981981981981982,1.8018018018018018,11.1,7000000.0,0.8396983956881963,8336326.514311096,1,0.4183738721969129,-0.18230701875308744
Largie Ramazani,Belgium,25.0,La Liga,638,3.67,0.5642633228840126,0.14106583072100315,1.8338557993730409,0.8463949843260189,7.088888888888889,8000000.0,1.3250739674065226,6037398.814541544,2,-2.7385409949415442,-1.6358688590560713
Alejandro Rego,Spain,22.0,La Liga,707,1.27,0.1272984441301273,0.0,2.927864214992928,1.654879773691655,7.855555555555555,3000000.0,0.5686945922799683,5275239.18940854,1,1.748056328566996,-1.381013673376208
Fabian Rieder,Switzerland,24.0,Bundesliga,1623,1.5,0.16635859519408502,0.16635859519408502,1.77449168207024,0.7763401109057301,18.033333333333335,8000000.0,0.21663178101080655,36929022.89161776,0,-0.3569779958670989,0.21063582003852696
Nicolò Rovella,Italy,24.0,Serie A,343,0.26,0.0,0.2623906705539359,0.7871720116618076,2.361516034985423,3.811111111111111,23000000.0,0.11759861468375413,195580535.21167353,0,1.5461371201698497,1.6251650249691902
Osame Sahraoui,Morocco,24.0,Ligue 1,463,2.14,0.19438444924406045,0.3887688984881209,0.5831533477321814,0.5831533477321814,5.144444444444445,10000000.0,0.302409446090738,33067750.129073344,0,-2.1924105301480155,1.906659950666368
Alisson Santos,Brazil,23.0,Serie A,339,3.45,0.5309734513274337,0.0,0.0,1.592920353982301,3.7666666666666666,13000000.0,0.6699680277637845,19403911.02451758,2,-2.730590294574139,-2.1170645706926607
András Schäfer,Hungary,26.0,Bundesliga,987,1.82,0.0911854103343465,0.0,2.6443768996960486,1.641337386018237,10.966666666666667,4500000.0,0.559283802206646,8046004.519074782,1,1.3134317589637365,-1.438838835068992
Derry Scherhant,Germany,23.0,Bundesliga,841,3.1,0.4280618311533888,0.1070154577883472,1.177170035671819,0.6420927467300832,9.344444444444445,6000000.0,0.6352300814843226,9445396.518344952,2,-2.5233071344341966,-1.1395832107556163
Abdallah Sima,Senegal,24.0,Ligue 1,427,2.53,0.2107728337236534,0.2107728337236534,1.4754098360655739,1.053864168618267,4.7444444444444445,4000000.0,0.6220446464873113,6430406.599571296,2,-1.1568168722469447,0.05832540461389177
Giuliano Simeone,Argentina,23.0,La Liga,1779,1.62,0.15177065767284992,0.25295109612141653,0.9612141652613828,0.9612141652613828,19.766666666666666,40000000.0,0.16654731100639908,240171995.32247698,0,-0.901743106780681,1.0145815077852411
Yuito Suzuki,Japan,24.0,Bundesliga,1350,2.2,0.26666666666666666,0.13333333333333333,1.2,0.7333333333333333,15.0,18000000.0,0.2695062367548088,66788806.881586306,2,-1.435732093262212,-0.31138139296751804
Sebastian Szymański,Poland,26.0,Ligue 1,401,1.35,0.22443890274314213,0.44887780548628425,1.795511221945137,1.346633416458853,4.455555555555556,12000000.0,0.9477039667781139,12662181.884493012,0,-0.4244658590304526,2.0345113101151853
Marcus Tavernier,England,26.0,Premier League,2032,2.48,0.22145669291338582,0.17716535433070865,1.1515748031496063,0.7529527559055118,22.57777777777778,23000000.0,0.34179076438247497,67292631.62377979,2,-1.5748179416814556,-0.010731074543693486
Nathan Tella,Nigeria,26.0,Bundesliga,451,1.6,0.0,0.3991130820399113,1.796008869179601,0.5986696230598669,5.011111111111111,15000000.0,0.3290543015460059,45585181.31969417,0,-0.5152394718223187,2.1970661874113038
Ramón Terrats,Spain,25.0,La Liga,660,1.23,0.13636363636363638,0.13636363636363638,1.2272727272727273,1.6363636363636365,7.333333333333333,3000000.0,0.21169703562196038,14171195.128859874,0,0.3909098608516682,0.11752879732646941
Khéphren Thuram,France,24.0,Serie A,1970,1.78,0.09137055837563451,0.09137055837563451,1.5076142131979695,1.1421319796954315,21.88888888888889,40000000.0,0.11794222593130906,339149101.8941466,0,-0.012165976057436145,-0.2998241713774116
